__time,/odrive_axis5/controller_status/active_errors,/odrive_axis5/controller_status/axis_state,/odrive_axis5/controller_status/iq_measured,/odrive_axis5/controller_status/iq_setpoint,/odrive_axis5/controller_status/pos_estimate,/odrive_axis5/controller_status/procedure_result,/odrive_axis5/controller_status/torque_estimate,/odrive_axis5/controller_status/torque_target,/odrive_axis5/controller_status/trajectory_done_flag,/odrive_axis5/controller_status/vel_estimate,/odrive_axis5/odrive_status/active_errors,/odrive_axis5/odrive_status/bus_current,/odrive_axis5/odrive_status/bus_voltage,/odrive_axis5/odrive_status/disarm_reason,/odrive_axis5/odrive_status/fet_temperature,/odrive_axis5/odrive_status/motor_temperature
1766086703.609711,,,,,,,,,,,0.000000000,0.000000000,25.920829773,0.000000000,25.215942383,22.504608154
1766086703.700548,0.000000000,8.000000000,-0.055028066,0.000000000,-25.364210129,1.000000000,-0.052308284,0.000000000,1.000000000,0.000000000,,,,,,
1766086703.709638,,,,,,,,,,,0.000000000,0.000000000,25.918544769,0.000000000,25.214935303,22.504608154
1766086703.813408,,,,,,,,,,,0.000000000,0.000000000,25.943674088,0.000000000,25.217041016,22.504608154
1766086703.914402,,,,,,,,,,,0.000000000,0.000000000,25.920829773,0.000000000,25.218078613,22.504608154
1766086703.949867,0.000000000,8.000000000,0.063406475,0.000000000,-25.364210129,1.000000000,0.060272589,0.000000000,1.000000000,0.000000000,,,,,,
1766086704.015696,,,,,,,,,,,0.000000000,0.000000000,25.909408569,0.000000000,25.220336914,22.504608154
1766086704.109695,,,,,,,,,,,0.000000000,0.000003696,25.920829773,0.000000000,25.222534180,22.504608154
1766086704.198747,0.000000000,8.000000000,0.015455797,0.000000000,-25.364210129,1.000000000,0.014691889,0.000000000,1.000000000,0.000000000,,,,,,
1766086704.208634,,,,,,,,,,,0.000000000,0.000007598,25.911691666,0.000000000,25.222717285,22.504608154
1766086704.308682,,,,,,,,,,,0.000000000,0.000209526,25.934535980,0.000000000,25.221740723,22.504608154
1766086704.408754,,,,,,,,,,,0.000000000,0.000000000,25.927682877,0.000000000,25.223510742,22.504608154
1766086704.449073,0.000000000,8.000000000,0.011666361,0.000000000,-25.364210129,1.000000000,0.011089750,0.000000000,1.000000000,0.000000000,,,,,,
1766086704.513365,,,,,,,,,,,0.000000000,0.000009618,25.923114777,0.000000000,25.224334717,22.504608154
1766086704.613391,,,,,,,,,,,0.000000000,0.000000000,25.929967880,0.000000000,25.224243164,22.504608154
1766086704.698844,0.000000000,8.000000000,-0.016175702,0.000000000,-25.364210129,1.000000000,-0.015376210,0.000000000,1.000000000,0.000000000,,,,,,
1766086704.708749,,,,,,,,,,,0.000000000,0.000020337,25.923114777,0.000000000,25.224670410,22.504608154
1766086704.808748,,,,,,,,,,,0.000000000,0.000000000,25.918544769,0.000000000,25.226196289,22.504608154
1766086704.908746,,,,,,,,,,,0.000000000,0.000000000,25.943674088,0.000000000,25.227600098,22.504608154
1766086704.948898,0.000000000,8.000000000,-0.055109739,0.000000000,-25.364210129,1.000000000,-0.052385926,0.000000000,1.000000000,0.000000000,,,,,,
1766086705.008721,,,,,,,,,,,0.000000000,0.000000000,25.925397873,0.000000000,25.227905273,22.504608154
1766086705.108733,,,,,,,,,,,0.000000000,0.000000000,25.920829773,0.000000000,25.227050781,22.504608154
1766086705.199931,0.000000000,8.000000000,-0.020181298,0.000000000,-25.364210129,1.000000000,-0.019183829,0.000000000,1.000000000,0.000000000,,,,,,
1766086705.208786,,,,,,,,,,,0.000000000,0.000000000,25.918544769,0.000000000,25.228179932,22.504608154
1766086705.310828,,,,,,,,,,,0.000000000,0.000034911,25.918544769,0.000000000,25.229766846,22.504608154
