__time,/odrive_axis0/odrive_status/active_errors,/odrive_axis0/odrive_status/bus_current,/odrive_axis0/odrive_status/bus_voltage,/odrive_axis0/odrive_status/disarm_reason,/odrive_axis0/odrive_status/fet_temperature,/odrive_axis0/odrive_status/motor_temperature,/odrive_axis1/odrive_status/active_errors,/odrive_axis1/odrive_status/bus_current,/odrive_axis1/odrive_status/bus_voltage,/odrive_axis1/odrive_status/disarm_reason,/odrive_axis1/odrive_status/fet_temperature,/odrive_axis1/odrive_status/motor_temperature,/odrive_axis2/odrive_status/active_errors,/odrive_axis2/odrive_status/bus_current,/odrive_axis2/odrive_status/bus_voltage,/odrive_axis2/odrive_status/disarm_reason,/odrive_axis2/odrive_status/fet_temperature,/odrive_axis2/odrive_status/motor_temperature,/odrive_axis3/odrive_status/active_errors,/odrive_axis3/odrive_status/bus_current,/odrive_axis3/odrive_status/bus_voltage,/odrive_axis3/odrive_status/disarm_reason,/odrive_axis3/odrive_status/fet_temperature,/odrive_axis3/odrive_status/motor_temperature,/odrive_axis4/odrive_status/active_errors,/odrive_axis4/odrive_status/bus_current,/odrive_axis4/odrive_status/bus_voltage,/odrive_axis4/odrive_status/disarm_reason,/odrive_axis4/odrive_status/fet_temperature,/odrive_axis4/odrive_status/motor_temperature,/odrive_axis5/odrive_status/active_errors,/odrive_axis5/odrive_status/bus_current,/odrive_axis5/odrive_status/bus_voltage,/odrive_axis5/odrive_status/disarm_reason,/odrive_axis5/odrive_status/fet_temperature,/odrive_axis5/odrive_status/motor_temperature
1766097775.726370,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.923114777,0.000000000,23.838928223,22.893676758,,,,,,,,,,,,
1766097775.731500,,,,,,,0.000000000,0.000013226,25.916261673,0.000000000,24.260437012,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097775.733207,0.000000000,0.000000000,25.893417358,0.000000000,23.784454346,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097775.735264,,,,,,,,,,,,,0.000000000,0.000000000,25.964233398,0.000000000,24.160278320,22.262817383,,,,,,,,,,,,,,,,,,
1766097775.738618,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.895702362,0.000000000,23.679626465,25.118865967,,,,,,
1766097775.740655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,26.005352020,0.000000000,23.783721924,21.882568359
1766097775.831527,,,,,,,0.000000000,0.000000000,25.957380295,0.000000000,24.261444092,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097775.832786,0.000000000,-0.000000000,25.907123566,0.000000000,23.784301758,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097775.835136,,,,,,,,,,,,,0.000000000,0.000000000,25.945957184,0.000000000,24.160064697,22.261718750,,,,,,,,,,,,,,,,,,
1766097775.837560,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.911691666,0.000000000,23.840698242,22.893676758,,,,,,,,,,,,
1766097775.842367,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.918544769,0.000000000,23.679718018,25.118865967,,,,,,
1766097775.845676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000019486,25.945957184,0.000000000,23.784088135,21.882568359
1766097775.926241,,,,,,,,,,,,,,,,,,,0.000000000,0.000006439,25.927682877,0.000000000,23.839202881,22.893676758,,,,,,,,,,,,
1766097775.933506,0.000000000,0.000021546,25.920829773,0.000000000,23.784057617,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097775.933921,,,,,,,0.000000000,-0.000000000,25.941389084,0.000000000,24.262969971,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097775.938368,,,,,,,,,,,,,0.000000000,0.000000000,25.961948395,0.000000000,24.161773682,22.257049561,,,,,,,,,,,,,,,,,,
1766097775.944423,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.911691666,0.000000000,23.681884766,25.118865967,,,,,,
1766097775.946366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000042033,25.975654602,0.000000000,23.784088135,21.882568359
1766097776.026196,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.939104080,0.000000000,23.840057373,22.893676758,,,,,,,,,,,,
1766097776.031384,,,,,,,0.000000000,0.000000000,25.909408569,0.000000000,24.263122559,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.032799,0.000000000,-0.000000000,25.904838562,0.000000000,23.784027100,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.035156,,,,,,,,,,,,,0.000000000,0.000000000,25.943674088,0.000000000,24.165283203,22.255706787,,,,,,,,,,,,,,,,,,
1766097776.043658,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.923114777,0.000000000,23.681518555,25.118865967,,,,,,
1766097776.046491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.943674088,0.000000000,23.784851074,21.882568359
1766097776.126328,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.923114777,0.000000000,23.842620850,22.893676758,,,,,,,,,,,,
1766097776.132457,,,,,,,0.000000000,0.000000000,25.913976669,0.000000000,24.266082764,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.132828,0.000000000,0.000051036,25.927682877,0.000000000,23.786804199,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.135139,,,,,,,,,,,,,0.000000000,0.000000000,25.920829773,0.000000000,24.164276123,22.255706787,,,,,,,,,,,,,,,,,,
1766097776.138537,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000365861,25.904838562,0.000000000,23.682464600,25.118865967,,,,,,
1766097776.140385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.964233398,0.000000000,23.784545898,21.882568359
1766097776.226208,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.934535980,0.000000000,23.843902588,22.893676758,,,,,,,,,,,,
1766097776.232402,,,,,,,0.000000000,0.000000000,25.907123566,0.000000000,24.265747070,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.232816,0.000000000,0.000020906,25.927682877,0.000000000,23.787445068,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.235234,,,,,,,,,,,,,0.000000000,0.000300253,25.934535980,0.000000000,24.166839600,22.255706787,,,,,,,,,,,,,,,,,,
1766097776.238537,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000382799,25.927682877,0.000000000,23.684020996,25.118865967,,,,,,
1766097776.240394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.959663391,0.000000000,23.787567139,21.882568359
1766097776.331753,,,,,,,0.000000000,0.000145835,25.909408569,0.000000000,24.265594482,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.333014,0.000000000,0.000106446,25.920829773,0.000000000,23.789184570,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.335333,,,,,,,,,,,,,0.000000000,0.000000000,25.920829773,0.000000000,24.166931152,22.258453369,,,,,,,,,,,,,,,,,,
1766097776.336889,,,,,,,,,,,,,,,,,,,0.000000000,0.000098629,25.929967880,0.000000000,23.844573975,22.892944336,,,,,,,,,,,,
1766097776.340840,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.907123566,0.000000000,23.685760498,25.118865967,,,,,,
1766097776.342808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.955095291,0.000000000,23.786041260,21.882568359
1766097776.431004,,,,,,,0.000000000,0.000000000,25.911691666,0.000000000,24.266082764,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.433239,0.000000000,0.000070766,25.934535980,0.000000000,23.789215088,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.434547,,,,,,,,,,,,,0.000000000,0.000000000,25.941389084,0.000000000,24.166778564,22.267517090,,,,,,,,,,,,,,,,,,
1766097776.439018,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.927682877,0.000000000,23.842803955,22.892944336,,,,,,,,,,,,
1766097776.440308,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.925397873,0.000000000,23.686035156,25.118865967,,,,,,
